Recency,Frequency,Monetary,Cluster
140,1,218.4,Cluster #1
13,25,6635.39,Cluster #2
303,1,317.25,Cluster #1
15,2,416.55,Cluster #0
50,6,2228.7400000000002,Cluster #2
16,2,88.5,Cluster #0
70,7,1841.38,Cluster #2
126,1,91.85,Cluster #1
28,3,919.9399999999999,Cluster #0
51,2,931.17,Cluster #0
4,4,1190.54,Cluster #2
11,1,149.44,Cluster #0
44,1,83.37,Cluster #1
17,2,727.62,Cluster #0
21,1,266.76,Cluster #0
363,1,28.08,Cluster #1
2,4,316.72,Cluster #0
177,3,517.78,Cluster #1
13,7,2239.15,Cluster #2
95,1,328.07,Cluster #1
253,1,327.25,Cluster #1
170,3,354.75,Cluster #1
202,1,346.93,Cluster #1
99,2,788.1500000000001,Cluster #0
4,9,1268.84,Cluster #2
69,3,540.69,Cluster #0
11,1,221.2,Cluster #0
18,2,510.20000000000005,Cluster #0
10,6,727.75,Cluster #2
123,1,102.0,Cluster #1
244,1,325.0,Cluster #1
199,1,369.2,Cluster #1
328,1,135.9,Cluster #1
245,1,125.65,Cluster #1
139,2,468.1,Cluster #1
1,2,1044.63,Cluster #0
77,1,614.95,Cluster #1
21,16,7479.67,Cluster #2
196,2,457.82,Cluster #1
44,3,486.41999999999996,Cluster #0
15,6,915.23,Cluster #2
3,8,1040.31,Cluster #2
17,1,299.66,Cluster #0
13,5,2401.73,Cluster #2
17,1,209.1,Cluster #0
149,2,371.35,Cluster #1
20,6,2536.14,Cluster #2
66,1,135.3,Cluster #1
17,3,283.75,Cluster #0
1,184,79874.25,Cluster #2
8,2,323.77,Cluster #0
27,4,995.12,Cluster #0
83,2,281.98,Cluster #1
62,4,1165.71,Cluster #0
107,2,1308.89,Cluster #0
204,2,780.25,Cluster #1
22,2,1255.23,Cluster #0
42,1,629.6,Cluster #0
237,1,168.05,Cluster #1
24,1,172.88,Cluster #1
100,3,1513.51,Cluster #0
14,3,626.48,Cluster #0
357,1,140.43,Cluster #1
73,2,1246.59,Cluster #0
25,7,5469.07,Cluster #2
48,2,1158.68,Cluster #0
21,12,4288.900000000001,Cluster #2
6,1,100.9,Cluster #0
64,2,275.82,Cluster #1
15,6,927.11,Cluster #2
11,1,243.5,Cluster #0
71,1,259.52,Cluster #1
51,9,4315.92,Cluster #2
17,1,206.74,Cluster #0
4,1,194.82,Cluster #0
244,1,58.49,Cluster #1
139,3,213.88,Cluster #1
55,4,609.54,Cluster #0
163,1,88.3,Cluster #1
2,9,6021.2300000000005,Cluster #2
262,1,14.850000000000001,Cluster #1
1,5,999.09,Cluster #2
239,1,81.75,Cluster #1
88,1,464.55,Cluster #1
6,1,176.2,Cluster #0
41,1,139.8,Cluster #1
22,1,139.09,Cluster #1
60,4,1465.51,Cluster #0
27,3,827.29,Cluster #0
120,1,53.47,Cluster #1
99,3,465.4,Cluster #0
29,1,94.49000000000001,Cluster #1
49,1,38.65,Cluster #1
49,6,625.0600000000001,Cluster #0
64,5,1081.3700000000001,Cluster #0
238,1,102.12,Cluster #1
11,2,92.52,Cluster #0
190,2,268.08,Cluster #1
203,1,305.29,Cluster #1
30,2,204.68,Cluster #0
38,3,234.32,Cluster #0
162,2,356.87,Cluster #1
39,1,443.42,Cluster #0
107,4,1525.66,Cluster #0
139,1,849.15,Cluster #1
7,28,5630.26,Cluster #2
43,1,456.69,Cluster #0
151,1,146.96,Cluster #1
4,3,1161.63,Cluster #0
27,1,263.19,Cluster #0
45,2,361.19,Cluster #0
34,2,177.67000000000002,Cluster #0
164,1,100.24000000000001,Cluster #1
25,1,115.63,Cluster #1
30,3,275.36,Cluster #0
258,1,239.05,Cluster #1
18,8,1384.4,Cluster #2
3,3,790.32,Cluster #0
31,10,3967.4500000000003,Cluster #2
1,9,1495.23,Cluster #2
25,1,357.11,Cluster #0
72,3,343.75,Cluster #0
22,4,516.35,Cluster #0
34,3,455.64,Cluster #0
260,1,20.4,Cluster #1
21,3,345.41,Cluster #0
248,2,315.25,Cluster #1
17,9,2148.84,Cluster #2
7,8,3042.46,Cluster #2
81,1,227.29000000000002,Cluster #1
64,3,377.09999999999997,Cluster #0
50,6,403.29,Cluster #0
1,45,14094.52,Cluster #2
162,1,151.9,Cluster #1
191,1,46.68,Cluster #1
11,17,5489.900000000001,Cluster #2
143,1,60.06,Cluster #1
1,15,2396.03,Cluster #2
261,1,329.7,Cluster #1
57,4,284.35,Cluster #0
265,1,40.050000000000004,Cluster #1
17,3,1026.69,Cluster #0
15,3,1186.13,Cluster #0
311,1,135.88,Cluster #1
148,2,399.03999999999996,Cluster #1
4,2,277.95,Cluster #0
267,2,807.0,Cluster #1
17,11,1859.34,Cluster #2
32,9,1057.8700000000001,Cluster #2
1,3,260.98,Cluster #0
2,32,6389.2699999999995,Cluster #2
63,4,912.38,Cluster #0
205,1,70.19999999999999,Cluster #1
29,4,2234.06,Cluster #0
45,1,701.79,Cluster #0
70,3,1277.2,Cluster #0
38,2,453.45,Cluster #0
171,1,825.48,Cluster #1
85,2,601.82,Cluster #0
1,3,1043.41,Cluster #0
97,1,748.87,Cluster #1
69,1,496.78,Cluster #1
164,1,771.3,Cluster #1
3,28,8535.58,Cluster #2
204,3,610.5600000000001,Cluster #1
14,5,378.7,Cluster #0
248,1,62.699999999999996,Cluster #1
273,1,220.06,Cluster #1
13,2,825.52,Cluster #0
2,6,1906.6100000000001,Cluster #2
300,1,263.12,Cluster #1
59,1,446.71,Cluster #1
207,2,279.61,Cluster #1
10,6,1807.28,Cluster #2
95,4,796.74,Cluster #0
34,1,206.89000000000001,Cluster #1
76,1,238.70000000000002,Cluster #1
351,1,102.28,Cluster #1
23,2,573.46,Cluster #0
188,2,571.49,Cluster #1
10,7,1728.99,Cluster #2
9,5,1235.45,Cluster #2
322,4,104.10000000000001,Cluster #1
133,3,983.5500000000001,Cluster #0
237,1,327.15000000000003,Cluster #1
15,4,620.4,Cluster #0
21,3,1339.68,Cluster #0
1,3,1690.09,Cluster #2
22,10,2650.16,Cluster #2
10,1,238.81,Cluster #0
9,4,1092.68,Cluster #0
6,5,1146.73,Cluster #2
237,1,162.8,Cluster #1
125,1,244.4,Cluster #1
42,2,399.07,Cluster #0
106,3,1286.28,Cluster #0
198,1,994.47,Cluster #1
14,2,126.5,Cluster #0
52,9,2362.7,Cluster #2
57,1,346.53,Cluster #1
52,4,1307.74,Cluster #0
42,10,1583.27,Cluster #2
161,1,330.11,Cluster #1
10,5,791.69,Cluster #0
119,3,584.1800000000001,Cluster #0
6,8,1299.55,Cluster #2
230,1,139.05,Cluster #1
14,2,977.6,Cluster #0
231,2,169.84,Cluster #1
44,7,1604.01,Cluster #2
38,1,430.52,Cluster #0
217,1,239.55,Cluster #1
16,16,5556.22,Cluster #2
35,3,763.37,Cluster #0
156,2,1164.52,Cluster #0
232,1,382.0,Cluster #1
2,1,301.29,Cluster #0
125,1,327.45000000000005,Cluster #1
9,10,4615.33,Cluster #2
1,13,3794.9900000000002,Cluster #2
23,1,251.82,Cluster #0
67,1,199.47,Cluster #1
25,1,270.0,Cluster #0
146,2,978.03,Cluster #0
37,1,119.76,Cluster #1
10,25,12940.85,Cluster #2
349,1,51.96,Cluster #1
10,2,278.77,Cluster #0
60,3,777.55,Cluster #0
365,1,362.7,Cluster #1
312,1,138.6,Cluster #1
17,1,58.86,Cluster #1
62,4,1057.54,Cluster #0
314,1,120.63,Cluster #1
63,1,212.5,Cluster #1
252,1,40.5,Cluster #1
10,4,1533.79,Cluster #2
359,1,87.5,Cluster #1
58,3,194.99999999999997,Cluster #0
146,2,605.85,Cluster #1
21,2,288.01,Cluster #0
62,1,139.92000000000002,Cluster #1
6,2,349.85,Cluster #0
7,9,1548.8799999999999,Cluster #2
2,36,4881.68,Cluster #2
111,3,618.6,Cluster #0
52,1,336.95,Cluster #1
23,14,4786.75,Cluster #2
2,3,451.11,Cluster #0
84,2,193.64,Cluster #1
51,4,418.70000000000005,Cluster #0
79,5,1116.54,Cluster #0
17,6,1757.4,Cluster #2
349,1,157.5,Cluster #1
76,2,425.25,Cluster #0
2,4,420.29999999999995,Cluster #0
23,4,362.42,Cluster #0
217,1,211.2,Cluster #1
52,2,670.9100000000001,Cluster #0
233,1,62.0,Cluster #1
310,2,328.35,Cluster #1
2,7,1368.38,Cluster #2
38,3,494.24,Cluster #0
79,1,33.0,Cluster #1
2,10,3102.65,Cluster #2
168,1,152.8,Cluster #1
43,6,1560.45,Cluster #2
358,1,162.60000000000002,Cluster #1
217,2,444.55,Cluster #1
350,2,244.13,Cluster #1
226,1,344.70000000000005,Cluster #1
302,1,128.91,Cluster #1
28,5,891.78,Cluster #0
58,4,2337.55,Cluster #0
231,2,429.6,Cluster #1
105,2,358.06,Cluster #1
268,1,187.88,Cluster #1
209,12,2015.51,Cluster #2
290,1,321.05,Cluster #1
70,3,1175.6200000000001,Cluster #0
21,3,747.23,Cluster #0
2,2,749.67,Cluster #0
36,5,1168.8,Cluster #0
58,8,1347.01,Cluster #2
66,1,316.68,Cluster #1
57,2,565.17,Cluster #0
125,3,1490.76,Cluster #0
230,2,458.1,Cluster #1
114,1,111.19999999999999,Cluster #1
23,13,6298.46,Cluster #2
83,7,1307.12,Cluster #2
28,2,740.78,Cluster #0
8,5,847.29,Cluster #2
119,1,253.32,Cluster #1
58,1,865.35,Cluster #0
140,1,98.45,Cluster #1
275,1,40.2,Cluster #1
160,2,386.76,Cluster #1
92,6,1595.27,Cluster #0
127,1,254.82,Cluster #1
315,1,161.95000000000002,Cluster #1
98,1,139.51,Cluster #1
56,1,393.74,Cluster #1
143,2,1076.52,Cluster #0
330,1,47.7,Cluster #1
15,1,118.80000000000001,Cluster #0
7,6,842.0500000000001,Cluster #2
18,14,2004.69,Cluster #2
49,2,502.26,Cluster #0
10,1,349.19,Cluster #0
29,1,473.29,Cluster #0
58,1,102.06,Cluster #1
38,1,241.98,Cluster #1
346,1,240.45,Cluster #1
164,1,87.62,Cluster #1
50,9,1900.68,Cluster #2
41,1,240.55,Cluster #1
14,2,414.69,Cluster #0
35,5,2074.12,Cluster #2
21,3,689.46,Cluster #0
23,15,3529.18,Cluster #2
17,11,2234.16,Cluster #2
193,1,114.24000000000001,Cluster #1
42,6,2874.4700000000003,Cluster #2
2,3,624.94,Cluster #0
2,10,2945.26,Cluster #2
56,1,454.44,Cluster #1
42,11,3498.94,Cluster #2
282,1,444.42,Cluster #1
52,5,242.60000000000002,Cluster #0
56,3,854.02,Cluster #0
87,1,119.20000000000002,Cluster #1
266,1,218.25,Cluster #1
2,88,17228.03,Cluster #2
67,4,843.25,Cluster #0
102,1,52.0,Cluster #1
191,1,314.05,Cluster #1
56,2,475.21999999999997,Cluster #0
275,1,145.0,Cluster #1
36,1,189.03,Cluster #1
62,3,2062.64,Cluster #0
77,1,606.66,Cluster #1
95,1,162.29,Cluster #1
325,1,311.71,Cluster #1
44,1,125.1,Cluster #1
31,3,830.95,Cluster #0
23,1,29.759999999999998,Cluster #1
361,3,1266.86,Cluster #1
200,1,238.0,Cluster #1
148,3,341.72,Cluster #1
45,1,165.47,Cluster #1
58,2,528.71,Cluster #0
72,1,732.96,Cluster #0
121,1,391.14,Cluster #1
79,1,153.7,Cluster #1
24,2,187.79000000000002,Cluster #0
37,1,230.39000000000001,Cluster #1
324,1,252.42000000000002,Cluster #1
358,1,81.60000000000001,Cluster #1
64,1,158.04,Cluster #1
150,2,367.36,Cluster #1
365,1,115.65,Cluster #1
4,7,1658.31,Cluster #2
246,2,555.1700000000001,Cluster #1
21,2,189.3,Cluster #0
23,10,2728.95,Cluster #2
27,20,6802.3,Cluster #2
31,1,427.93,Cluster #0
353,1,139.8,Cluster #1
364,1,310.1,Cluster #1
87,2,675.59,Cluster #0
17,7,2115.7200000000003,Cluster #2
67,2,529.94,Cluster #0
49,4,1690.8500000000001,Cluster #0
63,5,1495.2,Cluster #0
10,9,1198.48,Cluster #2
120,1,25.200000000000003,Cluster #1
32,3,1092.81,Cluster #0
161,7,3192.81,Cluster #2
38,3,178.54,Cluster #0
260,1,143.1,Cluster #1
6,6,5136.82,Cluster #2
161,2,591.91,Cluster #1
32,1,142.46,Cluster #1
178,1,370.74,Cluster #1
262,1,140.54,Cluster #1
22,3,1117.63,Cluster #0
8,2,231.86,Cluster #0
1,4,1743.69,Cluster #2
317,1,74.55000000000001,Cluster #1
104,1,204.28,Cluster #1
281,1,94.0,Cluster #1
8,2,1283.63,Cluster #0
14,2,502.33,Cluster #0
120,3,208.6,Cluster #1
140,2,396.81,Cluster #1
181,1,128.84,Cluster #1
23,2,331.79,Cluster #0
25,4,662.44,Cluster #0
256,1,121.98,Cluster #1
76,8,2612.19,Cluster #2
18,4,1022.2,Cluster #0
163,1,49.79,Cluster #1
1,3,675.45,Cluster #0
305,1,478.29,Cluster #1
56,4,2990.0,Cluster #0
77,1,508.8,Cluster #1
16,1,84.74,Cluster #1
50,4,856.94,Cluster #0
315,2,97.7,Cluster #1
30,1,7.5,Cluster #1
246,2,304.14,Cluster #1
11,5,1239.39,Cluster #2
25,3,1306.95,Cluster #0
7,1,75.06,Cluster #0
18,2,321.68,Cluster #0
15,1,171.19,Cluster #0
205,2,533.3,Cluster #1
23,4,682.96,Cluster #0
14,1,109.94,Cluster #0
4,3,965.93,Cluster #0
254,1,183.71,Cluster #1
123,1,137.13,Cluster #1
46,3,307.18,Cluster #0
4,6,2320.84,Cluster #2
1,2,1260.86,Cluster #0
256,1,68.1,Cluster #1
322,1,129.67,Cluster #1
304,1,405.04,Cluster #1
18,3,903.26,Cluster #0
22,1,388.94,Cluster #0
21,3,503.08,Cluster #0
27,6,1057.89,Cluster #2
354,1,157.2,Cluster #1
275,3,368.8,Cluster #1
254,1,217.17,Cluster #1
17,1,142.92,Cluster #0
346,1,169.66,Cluster #1
86,3,144.6,Cluster #1
21,1,119.3,Cluster #1
330,1,717.45,Cluster #1
11,18,1854.59,Cluster #2
77,1,324.58,Cluster #1
1,3,499.93,Cluster #0
43,1,377.91,Cluster #0
42,2,282.1,Cluster #0
105,1,335.15999999999997,Cluster #1
69,1,406.31,Cluster #1
32,2,885.7900000000001,Cluster #0
108,1,579.25,Cluster #1
7,9,2176.88,Cluster #2
153,4,201.31,Cluster #1
10,3,2040.4,Cluster #0
22,3,1398.96,Cluster #0
14,3,746.39,Cluster #0
87,6,2358.59,Cluster #2
20,2,504.73999999999995,Cluster #0
24,5,1225.2,Cluster #0
13,2,1058.73,Cluster #0
9,2,498.0,Cluster #0
9,25,10364.35,Cluster #2
10,3,654.63,Cluster #0
7,9,3505.42,Cluster #2
354,1,128.64000000000001,Cluster #1
73,1,52.83,Cluster #1
44,5,1903.86,Cluster #2
14,3,745.39,Cluster #0
163,1,296.76,Cluster #1
181,6,771.13,Cluster #0
3,5,539.63,Cluster #2
147,2,121.0,Cluster #1
25,17,8215.22,Cluster #2
4,10,2139.74,Cluster #2
36,3,53.93,Cluster #1
225,1,246.72,Cluster #1
56,7,1721.78,Cluster #2
32,7,1946.36,Cluster #2
24,2,327.5,Cluster #0
76,1,88.51,Cluster #1
9,2,408.88,Cluster #0
25,1,9.14,Cluster #1
10,8,1482.64,Cluster #2
246,1,153.43,Cluster #1
14,11,3651.56,Cluster #2
13,4,1072.96,Cluster #0
21,1,1294.77,Cluster #0
17,4,1107.59,Cluster #0
11,3,504.42,Cluster #0
165,4,285.3,Cluster #1
155,1,86.02,Cluster #1
3,1,185.22,Cluster #0
106,1,85.13000000000001,Cluster #1
280,1,117.91,Cluster #1
1,9,3479.21,Cluster #2
46,2,233.12,Cluster #0
32,12,3499.46,Cluster #2
69,3,1195.81,Cluster #0
98,3,370.28,Cluster #0
28,1,270.87,Cluster #0
209,1,90.12,Cluster #1
52,1,390.93,Cluster #1
269,1,130.4,Cluster #1
4,16,4025.9,Cluster #2
16,1,201.37,Cluster #0
20,1,281.0,Cluster #0
3,4,520.19,Cluster #0
14,3,1120.83,Cluster #0
42,2,123.66000000000001,Cluster #1
10,1,59.7,Cluster #1
36,2,388.62,Cluster #0
123,2,59.160000000000004,Cluster #1
2,11,3185.48,Cluster #2
3,4,558.05,Cluster #0
17,6,1671.1,Cluster #2
23,2,430.56,Cluster #0
169,4,465.26,Cluster #0
29,1,595.63,Cluster #0
143,3,209.53,Cluster #1
154,1,119.15,Cluster #1
60,2,214.1,Cluster #1
122,11,608.13,Cluster #2
16,3,663.01,Cluster #0
15,4,571.71,Cluster #0
168,1,439.4,Cluster #1
42,3,305.28,Cluster #0
247,3,413.73,Cluster #1
38,1,314.66,Cluster #0
62,1,199.8,Cluster #1
7,5,1648.5,Cluster #2
92,5,1109.14,Cluster #0
27,1,324.57,Cluster #0
45,1,223.68,Cluster #1
18,2,653.6899999999999,Cluster #0
3,14,5198.57,Cluster #2
13,6,599.78,Cluster #0
44,1,216.39,Cluster #1
28,5,944.5300000000001,Cluster #0
53,9,2570.92,Cluster #2
328,1,87.76,Cluster #1
52,3,800.16,Cluster #0
176,1,268.78000000000003,Cluster #1
43,1,112.46000000000001,Cluster #1
1,11,682.71,Cluster #2
28,2,180.15,Cluster #0
2,22,8027.4800000000005,Cluster #2
24,4,739.951,Cluster #0
2,1,99.60000000000001,Cluster #0
48,3,1207.95,Cluster #0
3,1,78.96000000000001,Cluster #0
35,9,3050.79,Cluster #2
133,1,229.43,Cluster #1
108,4,511.5,Cluster #0
95,4,1161.42,Cluster #0
66,2,562.56,Cluster #0
16,8,2447.39,Cluster #2
37,2,977.75,Cluster #0
7,8,2874.85,Cluster #2
9,1,227.65,Cluster #0
81,2,589.5600000000001,Cluster #0
44,1,223.36,Cluster #1
126,1,178.02,Cluster #1
8,13,7122.1900000000005,Cluster #2
97,4,1749.32,Cluster #0
183,3,433.95000000000005,Cluster #1
158,4,741.55,Cluster #0
10,1,481.51000000000005,Cluster #0
149,3,364.57000000000005,Cluster #1
196,2,483.05,Cluster #1
28,3,491.65999999999997,Cluster #0
83,1,293.09000000000003,Cluster #1
107,1,48.0,Cluster #1
1,2,380.91,Cluster #0
235,1,465.57,Cluster #1
37,4,569.4,Cluster #0
14,1,30.0,Cluster #1
182,4,583.85,Cluster #0
35,1,77.85,Cluster #1
17,8,1470.24,Cluster #2
309,1,19.8,Cluster #1
98,1,124.1,Cluster #1
42,1,311.43,Cluster #1
160,2,1907.25,Cluster #0
31,1,301.32,Cluster #0
32,4,437.0,Cluster #0
288,1,157.15,Cluster #1
17,6,1179.81,Cluster #2
80,4,2209.05,Cluster #0
65,4,1823.6100000000001,Cluster #0
73,3,216.16,Cluster #1
10,3,2787.22,Cluster #2
41,1,580.93,Cluster #0
44,1,290.3,Cluster #1
16,4,690.98,Cluster #0
1,3,1153.39,Cluster #2
17,5,1358.16,Cluster #2
109,1,152.95,Cluster #1
15,8,2112.54,Cluster #2
111,2,238.8,Cluster #1
92,1,91.44,Cluster #1
20,1,191.04,Cluster #0
17,10,2275.96,Cluster #2
258,2,357.81,Cluster #1
25,8,2253.31,Cluster #2
9,1,201.0,Cluster #0
164,2,551.43,Cluster #1
60,3,920.36,Cluster #0
256,1,211.5,Cluster #1
132,4,1778.3700000000001,Cluster #0
193,1,19.5,Cluster #1
56,3,714.16,Cluster #0
27,4,822.36,Cluster #0
32,7,2712.9700000000003,Cluster #2
275,1,69.65,Cluster #1
1,5,842.9,Cluster #2
135,2,266.6,Cluster #1
3,2,255.38000000000002,Cluster #0
137,4,842.34,Cluster #0
226,1,150.3,Cluster #1
24,13,4647.16,Cluster #2
16,1,423.03000000000003,Cluster #0
3,1,494.58,Cluster #0
27,4,858.7700000000001,Cluster #0
356,1,149.4,Cluster #1
193,2,218.25,Cluster #1
7,1,382.25,Cluster #0
8,7,3889.91,Cluster #2
204,1,85.0,Cluster #1
57,3,943.91,Cluster #0
204,2,280.2,Cluster #1
274,1,112.4,Cluster #1
106,2,376.35,Cluster #1
6,7,948.85,Cluster #2
10,16,3804.94,Cluster #2
58,1,77.6,Cluster #1
41,1,126.80000000000001,Cluster #1
8,4,566.3100000000001,Cluster #0
69,1,6.959999999999999,Cluster #1
11,4,928.5400000000001,Cluster #0
126,1,182.96,Cluster #1
4,3,658.49,Cluster #0
32,1,139.36,Cluster #1
6,7,1884.91,Cluster #2
31,7,2605.25,Cluster #2
43,3,458.57,Cluster #0
2,6,2059.84,Cluster #2
53,4,459.36,Cluster #0
57,2,672.88,Cluster #0
16,1,205.25,Cluster #0
288,2,77.24000000000001,Cluster #1
57,2,482.95000000000005,Cluster #0
23,2,602.87,Cluster #0
79,6,2602.27,Cluster #2
56,1,273.65999999999997,Cluster #1
107,3,331.03,Cluster #1
227,1,122.03999999999999,Cluster #1
60,1,189.75,Cluster #1
237,1,87.9,Cluster #1
125,1,164.13,Cluster #1
233,3,309.21000000000004,Cluster #1
175,3,402.08,Cluster #1
17,3,254.91,Cluster #0
1,3,1351.38,Cluster #2
2,1,165.62,Cluster #0
24,5,1115.67,Cluster #0
38,3,4177.65,Cluster #0
18,3,767.35,Cluster #0
350,1,297.65999999999997,Cluster #1
2,1,145.53,Cluster #0
35,2,1297.17,Cluster #0
6,2,133.92000000000002,Cluster #0
141,1,495.52,Cluster #1
9,7,1696.01,Cluster #2
67,3,715.04,Cluster #0
99,2,590.88,Cluster #0
38,3,997.85,Cluster #0
43,1,154.86,Cluster #1
3,12,3021.13,Cluster #2
15,16,4706.150000000001,Cluster #2
38,3,671.22,Cluster #0
42,2,798.1,Cluster #0
298,4,2992.77,Cluster #0
28,4,321.4,Cluster #0
70,4,1307.23,Cluster #0
14,6,1910.63,Cluster #2
99,4,506.38000000000005,Cluster #0
199,2,728.86,Cluster #1
8,4,994.09,Cluster #0
55,3,522.48,Cluster #0
41,4,1728.57,Cluster #0
311,1,116.97999999999999,Cluster #1
36,2,396.86,Cluster #0
351,1,245.35000000000002,Cluster #1
164,1,199.44,Cluster #1
48,3,1331.97,Cluster #0
65,14,1463.24,Cluster #2
91,2,517.8199999999999,Cluster #0
29,1,459.5,Cluster #0
50,3,399.14,Cluster #0
246,1,821.49,Cluster #1
62,3,1490.08,Cluster #0
36,4,802.09,Cluster #0
42,1,49.97,Cluster #1
56,1,300.23,Cluster #1
17,5,717.84,Cluster #0
25,3,1022.21,Cluster #0
50,2,317.8,Cluster #0
64,4,735.0,Cluster #0
295,1,80.70000000000002,Cluster #1
38,1,108.83999999999999,Cluster #1
9,8,2953.07,Cluster #2
30,2,278.04,Cluster #0
11,2,206.94,Cluster #0
178,2,109.71000000000001,Cluster #1
43,1,110.8,Cluster #1
78,9,1881.4,Cluster #2
128,5,712.24,Cluster #0
37,20,7959.7,Cluster #2
10,1,174.6,Cluster #0
7,5,1187.08,Cluster #2
32,8,766.8100000000001,Cluster #2
4,7,2769.61,Cluster #2
104,3,508.44,Cluster #0
17,2,42.44,Cluster #1
58,3,334.8,Cluster #0
32,3,460.18,Cluster #0
93,1,163.18,Cluster #1
14,14,2091.66,Cluster #2
269,2,119.4,Cluster #1
24,1,337.34000000000003,Cluster #0
6,2,302.93,Cluster #0
55,7,1584.3500000000001,Cluster #2
9,1,234.31,Cluster #0
361,1,306.43,Cluster #1
304,4,216.19,Cluster #1
190,4,425.76000000000005,Cluster #1
25,1,121.06,Cluster #1
85,1,258.55,Cluster #1
52,1,104.5,Cluster #1
72,1,91.81,Cluster #1
148,2,360.47,Cluster #1
218,1,407.16,Cluster #1
245,2,255.60000000000002,Cluster #1
141,1,21.85,Cluster #1
186,2,96.43,Cluster #1
218,4,557.44,Cluster #1
360,1,43.5,Cluster #1
15,1,351.11,Cluster #0
8,3,284.91,Cluster #0
1,7,2050.44,Cluster #2
11,7,1247.79,Cluster #2
168,2,448.02,Cluster #1
165,1,191.94,Cluster #1
7,7,1024.18,Cluster #2
170,2,254.67000000000002,Cluster #1
8,7,1091.72,Cluster #2
239,1,60.550000000000004,Cluster #1
182,2,334.23,Cluster #1
11,2,589.44,Cluster #0
146,4,158.55,Cluster #1
164,1,164.06,Cluster #1
365,1,208.10000000000002,Cluster #1
364,1,78.3,Cluster #1
186,1,168.9,Cluster #1
59,1,393.63,Cluster #1
80,7,1386.83,Cluster #2
13,3,1035.05,Cluster #0
231,1,91.04,Cluster #1
56,1,145.35,Cluster #1
104,5,297.58,Cluster #0
81,11,834.16,Cluster #2
125,1,255.54,Cluster #1
268,1,149.9,Cluster #1
357,1,13.6,Cluster #1
74,1,349.64,Cluster #1
35,1,620.84,Cluster #0
8,2,349.6,Cluster #0
23,4,1607.71,Cluster #0
277,1,321.02,Cluster #1
25,4,694.7,Cluster #0
7,8,958.03,Cluster #2
16,14,3714.51,Cluster #2
23,1,399.04,Cluster #0
66,1,87.85,Cluster #1
11,2,434.36,Cluster #0
9,4,788.77,Cluster #0
15,2,373.43,Cluster #0
41,2,237.3,Cluster #0
295,1,314.1,Cluster #1
44,7,273.05,Cluster #0
358,1,34.4,Cluster #1
31,7,2880.81,Cluster #2
76,1,371.01,Cluster #1
157,2,379.08,Cluster #1
9,2,633.32,Cluster #0
69,1,942.58,Cluster #0
80,3,1250.0,Cluster #0
16,8,2328.48,Cluster #2
14,4,1129.81,Cluster #0
92,7,1475.26,Cluster #2
115,2,569.1800000000001,Cluster #1
22,1,126.11999999999999,Cluster #1
4,5,524.95,Cluster #0
11,1,113.38,Cluster #0
36,2,604.01,Cluster #0
8,5,2104.14,Cluster #2
46,1,355.17,Cluster #1
80,6,796.48,Cluster #0
28,5,2473.86,Cluster #2
21,5,1628.8700000000001,Cluster #2
4,4,506.74,Cluster #0
203,1,101.4,Cluster #1
39,4,1600.75,Cluster #0
15,3,428.26,Cluster #0
14,4,685.76,Cluster #0
237,3,407.5,Cluster #1
21,15,2886.19,Cluster #2
27,3,984.87,Cluster #0
10,6,703.3,Cluster #2
29,3,570.13,Cluster #0
18,2,449.90999999999997,Cluster #0
6,7,1140.71,Cluster #2
39,1,172.03,Cluster #1
31,2,332.46,Cluster #0
38,9,2397.83,Cluster #2
8,3,707.01,Cluster #0
252,1,549.4300000000001,Cluster #1
38,3,548.86,Cluster #0
4,1,224.6,Cluster #0
21,1,423.15999999999997,Cluster #0
35,1,236.09,Cluster #1
129,3,64.75,Cluster #1
57,16,1324.35,Cluster #2
301,1,312.85,Cluster #1
84,2,435.09000000000003,Cluster #0
25,19,6575.58,Cluster #2
188,3,407.1,Cluster #1
79,2,607.69,Cluster #0
261,3,675.4200000000001,Cluster #1
169,2,353.53000000000003,Cluster #1
57,3,1018.86,Cluster #0
13,5,1115.07,Cluster #2
29,4,598.74,Cluster #0
111,4,1133.4,Cluster #0
365,2,256.44,Cluster #1
32,3,1010.97,Cluster #0
165,1,77.48,Cluster #1
46,1,303.54,Cluster #1
24,2,1075.45,Cluster #0
137,1,608.5600000000001,Cluster #1
212,1,78.0,Cluster #1
37,1,490.0,Cluster #0
8,7,1955.47,Cluster #2
57,6,1310.21,Cluster #2
1,4,571.52,Cluster #0
252,1,335.32,Cluster #1
357,1,322.79,Cluster #1
8,5,1086.57,Cluster #2
14,2,852.15,Cluster #0
36,1,299.29,Cluster #0
280,1,138.15,Cluster #1
14,8,1841.98,Cluster #2
275,1,79.2,Cluster #1
8,3,98.34,Cluster #0
73,2,217.16,Cluster #1
48,5,2328.85,Cluster #2
92,2,606.14,Cluster #0
291,1,397.58,Cluster #1
15,5,852.4,Cluster #0
51,5,794.0600000000001,Cluster #0
146,2,315.06,Cluster #1
106,3,752.5600000000001,Cluster #0
98,1,17.0,Cluster #1
3,4,847.93,Cluster #2
256,1,124.62,Cluster #1
232,1,110.4,Cluster #1
79,7,1107.51,Cluster #2
42,3,731.9,Cluster #0
62,1,1261.7,Cluster #0
34,3,1562.74,Cluster #0
71,4,644.6,Cluster #0
53,1,243.56,Cluster #1
240,1,165.6,Cluster #1
57,1,108.38,Cluster #1
