Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Sum,Segment
32,5,354.05,3,4,2,9,Loyal Customers
93,6,936.7199999999999,2,4,3,9,Loyal Customers
116,1,147.25,2,1,1,4,Lost
24,1,45.599999999999994,3,1,1,5,At Risk
294,2,695.05,1,2,3,6,At Risk
356,1,127.05,1,1,1,3,Lost
118,6,459.37,2,4,3,9,Loyal Customers
1,15,3280.11,4,4,4,12,Champions
2,12,15700.62,4,4,4,12,Champions
48,1,113.3,3,1,1,5,At Risk
15,12,3526.65,4,4,4,12,Champions
4,1,420.89,4,1,2,7,Potential Loyalist
3,16,31298.1,4,4,4,12,Champions
28,1,147.35,3,1,1,5,At Risk
8,11,2668.76,4,4,4,12,Champions
129,1,147.2,2,1,1,4,Lost
286,1,2.95,1,1,1,3,Lost
3,4,744.38,4,3,3,10,Loyal Customers
157,1,69.71,1,1,1,3,Lost
230,1,1089.14,1,1,3,5,At Risk
43,7,2413.2200000000003,3,4,4,11,Champions
22,2,544.36,3,2,3,8,Potential Loyalist
64,1,144.2,2,1,1,4,Lost
28,10,2927.37,3,4,4,11,Champions
87,2,63.3,2,2,1,5,At Risk
14,6,2505.16,4,4,4,12,Champions
14,3,453.12,4,3,2,9,Loyal Customers
322,1,195.13,1,1,1,3,Lost
11,5,1091.04,4,4,3,11,Champions
135,1,90.0,2,1,1,4,Lost
2,3,1710.22,4,3,4,11,Champions
2,3,2396.53,4,3,4,11,Champions
2,1,183.4,4,1,1,6,At Risk
114,3,503.01,2,3,3,8,Potential Loyalist
52,2,625.0,2,2,3,7,Potential Loyalist
9,4,924.48,4,3,3,10,Loyal Customers
311,1,363.41,1,1,2,4,Lost
6,10,2458.58,4,4,4,12,Champions
121,3,499.28999999999996,2,3,3,8,Potential Loyalist
24,13,2456.89,3,4,4,11,Champions
55,1,638.21,2,1,3,6,At Risk
38,1,278.28,3,1,2,6,At Risk
23,1,528.24,3,1,3,7,Potential Loyalist
51,3,676.0300000000001,2,3,3,8,Potential Loyalist
365,1,280.95,1,1,2,4,Lost
125,1,64.8,2,1,1,4,Lost
73,4,1895.04,2,3,4,9,Loyal Customers
69,2,61.8,2,2,1,5,At Risk
225,1,29.700000000000003,1,1,1,3,Lost
212,1,421.12,1,1,2,4,Lost
27,2,584.74,3,2,3,8,Potential Loyalist
67,2,602.57,2,2,3,7,Potential Loyalist
231,2,682.92,1,2,3,6,At Risk
258,1,118.75,1,1,1,3,Lost
1,41,18300.66,4,4,4,12,Champions
11,2,412.72,4,2,2,8,Potential Loyalist
32,1,397.38,3,1,2,6,At Risk
11,11,4491.04,4,4,4,12,Champions
207,3,890.92,1,3,3,7,Potential Loyalist
165,2,198.11,1,2,1,4,Lost
79,4,1051.6100000000001,2,3,3,8,Potential Loyalist
72,1,374.4,2,1,2,5,At Risk
267,1,84.29,1,1,1,3,Lost
31,4,525.09,3,3,3,9,Loyal Customers
90,1,308.44,2,1,2,5,At Risk
2,4,222.34,4,3,2,9,Loyal Customers
25,1,124.51,3,1,1,5,At Risk
51,3,2177.5,2,3,4,9,Loyal Customers
289,4,517.2,1,3,3,7,Potential Loyalist
78,4,450.77,2,3,2,7,Potential Loyalist
20,6,1145.41,3,4,4,11,Champions
32,2,566.88,3,2,3,8,Potential Loyalist
2,25,1779.8200000000002,4,4,4,12,Champions
58,1,245.59,2,1,2,5,At Risk
323,1,12.75,1,1,1,3,Lost
22,6,1763.8600000000001,3,4,4,11,Champions
8,14,3512.52,4,4,4,12,Champions
2,12,3873.14,4,4,4,12,Champions
59,2,737.15,2,2,3,7,Potential Loyalist
10,20,9018.01,4,4,4,12,Champions
98,1,73.72,2,1,1,4,Lost
10,4,504.6,4,3,3,10,Loyal Customers
210,1,10.2,1,1,1,3,Lost
52,7,522.64,2,4,3,9,Loyal Customers
8,2,288.2,4,2,2,8,Potential Loyalist
231,1,302.65999999999997,1,1,2,4,Lost
86,1,101.14,2,1,1,4,Lost
2,6,1098.55,4,4,3,11,Champions
97,6,1616.1200000000001,2,4,4,10,Loyal Customers
45,9,1761.15,3,4,4,11,Champions
22,5,938.14,3,4,3,10,Loyal Customers
3,6,1650.47,4,4,4,12,Champions
8,2,785.9,4,2,3,9,Loyal Customers
3,16,1228.05,4,4,4,12,Champions
34,1,169.48000000000002,3,1,1,5,At Risk
239,2,510.72,1,2,3,6,At Risk
34,9,2655.95,3,4,4,11,Champions
169,1,576.5,1,1,3,5,At Risk
84,3,736.5600000000001,2,3,3,8,Potential Loyalist
102,4,685.6,2,3,3,8,Potential Loyalist
21,4,1273.89,3,3,4,10,Loyal Customers
18,9,2897.32,3,4,4,11,Champions
43,3,757.8,3,3,3,9,Loyal Customers
175,3,793.26,1,3,3,7,Potential Loyalist
34,5,1630.66,3,4,4,11,Champions
41,4,916.9200000000001,3,3,3,9,Loyal Customers
13,4,728.26,4,3,3,10,Loyal Customers
67,5,1505.34,2,4,4,10,Loyal Customers
72,2,302.64,2,2,2,6,At Risk
365,1,77.45,1,1,1,3,Lost
318,1,96.2,1,1,1,3,Lost
35,11,1996.75,3,4,4,11,Champions
22,2,745.14,3,2,3,8,Potential Loyalist
175,1,213.70000000000002,1,1,2,4,Lost
226,2,219.25,1,2,2,5,At Risk
30,9,2097.71,3,4,4,11,Champions
211,2,1516.7,1,2,4,7,Potential Loyalist
102,3,1293.0,2,3,4,9,Loyal Customers
270,1,104.12,1,1,1,3,Lost
310,1,98.58,1,1,1,3,Lost
81,1,1147.91,2,1,4,7,Potential Loyalist
2,4,1605.54,4,3,4,11,Champions
252,2,738.0600000000001,1,2,3,6,At Risk
56,5,2451.6,2,4,4,10,Loyal Customers
1,9,2439.26,4,4,4,12,Champions
133,1,104.1,2,1,1,4,Lost
70,1,633.79,2,1,3,6,At Risk
9,7,2032.41,4,4,4,12,Champions
146,2,177.17000000000002,1,2,1,4,Lost
101,2,333.43,2,2,2,6,At Risk
154,3,940.44,1,3,3,7,Potential Loyalist
323,1,341.65000000000003,1,1,2,4,Lost
217,1,92.42,1,1,1,3,Lost
65,2,330.2,2,2,2,6,At Risk
43,4,559.97,3,3,3,9,Loyal Customers
90,3,1042.49,2,3,3,8,Potential Loyalist
7,3,2858.52,4,3,4,11,Champions
188,1,92.63999999999999,1,1,1,3,Lost
11,13,2405.28,4,4,4,12,Champions
22,2,505.3,3,2,3,8,Potential Loyalist
13,4,368.78000000000003,4,3,2,9,Loyal Customers
15,3,3926.34,4,3,4,11,Champions
190,1,66.0,1,1,1,3,Lost
205,1,306.0,1,1,2,4,Lost
126,5,495.58000000000004,2,4,3,9,Loyal Customers
3,5,1983.2,4,4,4,12,Champions
49,9,2728.21,3,4,4,11,Champions
31,7,1574.6100000000001,3,4,4,11,Champions
139,3,644.01,2,3,3,8,Potential Loyalist
32,1,166.20000000000002,3,1,1,5,At Risk
9,4,1102.85,4,3,3,10,Loyal Customers
22,39,24125.83,3,4,4,11,Champions
13,7,1989.89,4,4,4,12,Champions
10,1,43.2,4,1,1,6,At Risk
109,1,128.7,2,1,1,4,Lost
214,1,224.4,1,1,2,4,Lost
63,3,1811.16,2,3,4,9,Loyal Customers
43,2,697.88,3,2,3,8,Potential Loyalist
80,6,2682.61,2,4,4,10,Loyal Customers
20,8,1496.43,3,4,4,11,Champions
234,1,198.97,1,1,1,3,Lost
38,6,1265.06,3,4,4,11,Champions
98,1,93.47999999999999,2,1,1,4,Lost
36,6,2014.03,3,4,4,11,Champions
56,1,375.58,2,1,2,5,At Risk
198,2,457.89,1,2,3,6,At Risk
2,5,1178.4,4,4,4,12,Champions
106,2,517.66,2,2,3,7,Potential Loyalist
234,1,123.85000000000001,1,1,1,3,Lost
155,1,311.65,1,1,2,4,Lost
9,7,4013.63,4,4,4,12,Champions
116,2,395.76,2,2,2,6,At Risk
14,3,585.15,4,3,3,10,Loyal Customers
59,1,188.20000000000002,2,1,1,4,Lost
8,8,1829.61,4,4,4,12,Champions
8,2,422.6,4,2,2,8,Potential Loyalist
8,4,1281.1100000000001,4,3,4,11,Champions
188,1,443.2,1,1,2,4,Lost
234,1,309.52,1,1,2,4,Lost
210,1,134.7,1,1,1,3,Lost
37,8,1873.77,3,4,4,11,Champions
13,4,322.8,4,3,2,9,Loyal Customers
119,8,615.5300000000001,2,4,3,9,Loyal Customers
30,1,108.97999999999999,3,1,1,5,At Risk
112,2,799.46,2,2,3,7,Potential Loyalist
252,1,297.87,1,1,2,4,Lost
2,1,125.0,4,1,1,6,At Risk
266,1,282.93,1,1,2,4,Lost
156,1,51.0,1,1,1,3,Lost
149,4,821.76,1,3,3,7,Potential Loyalist
207,1,90.6,1,1,1,3,Lost
22,1,87.78,3,1,1,5,At Risk
357,1,158.5,1,1,1,3,Lost
71,2,480.93,2,2,3,7,Potential Loyalist
35,1,215.82,3,1,2,6,At Risk
11,3,799.08,4,3,3,10,Loyal Customers
23,4,1732.83,3,3,4,10,Loyal Customers
14,1,148.45,4,1,1,6,At Risk
100,8,1022.95,2,4,3,9,Loyal Customers
13,15,6821.41,4,4,4,12,Champions
311,1,105.2,1,1,1,3,Lost
287,1,100.5,1,1,1,3,Lost
350,1,10.2,1,1,1,3,Lost
177,1,241.78,1,1,2,4,Lost
183,2,155.25,1,2,1,4,Lost
36,2,340.15000000000003,3,2,2,7,Potential Loyalist
44,1,202.68,3,1,1,5,At Risk
18,1,459.15999999999997,3,1,3,7,Potential Loyalist
30,3,903.67,3,3,3,9,Loyal Customers
1,3,202.11,4,3,1,8,Potential Loyalist
288,1,93.6,1,1,1,3,Lost
24,3,1501.21,3,3,4,10,Loyal Customers
2,8,2804.56,4,4,4,12,Champions
57,2,792.94,2,2,3,7,Potential Loyalist
2,9,3426.17,4,4,4,12,Champions
209,1,67.95,1,1,1,3,Lost
52,8,2704.9700000000003,2,4,4,10,Loyal Customers
57,2,451.09,2,2,2,6,At Risk
3,14,826.86,4,4,3,11,Champions
141,1,326.48,2,1,2,5,At Risk
30,12,2434.68,3,4,4,11,Champions
209,2,283.95000000000005,1,2,2,5,At Risk
25,6,1103.73,3,4,3,10,Loyal Customers
111,1,106.25,2,1,1,4,Lost
99,5,981.53,2,4,3,9,Loyal Customers
2,7,1823.53,4,4,4,12,Champions
62,4,875.4200000000001,2,3,3,8,Potential Loyalist
84,9,892.52,2,4,3,9,Loyal Customers
302,1,539.4000000000001,1,1,3,5,At Risk
34,2,562.33,3,2,3,8,Potential Loyalist
354,1,112.75,1,1,1,3,Lost
83,7,1033.42,2,4,3,9,Loyal Customers
11,12,4287.49,4,4,4,12,Champions
14,2,189.5,4,2,1,7,Potential Loyalist
17,2,746.99,4,2,3,9,Loyal Customers
2,6,1032.21,4,4,3,11,Champions
90,1,387.52,2,1,2,5,At Risk
49,2,728.61,3,2,3,8,Potential Loyalist
9,5,3114.68,4,4,4,12,Champions
210,1,20.4,1,1,1,3,Lost
15,9,2998.21,4,4,4,12,Champions
42,2,287.74,3,2,2,7,Potential Loyalist
28,4,661.4,3,3,3,9,Loyal Customers
294,1,303.66,1,1,2,4,Lost
1,6,2032.92,4,4,4,12,Champions
13,6,964.8000000000001,4,4,3,11,Champions
90,1,76.56,2,1,1,4,Lost
357,1,63.0,1,1,1,3,Lost
298,1,131.9,1,1,1,3,Lost
311,1,1637.3,1,1,4,6,At Risk
34,4,1183.43,3,3,4,10,Loyal Customers
35,3,1092.79,3,3,3,9,Loyal Customers
196,2,677.47,1,2,3,6,At Risk
45,4,1370.33,3,3,4,10,Loyal Customers
20,3,731.36,3,3,3,9,Loyal Customers
10,5,1147.33,4,4,4,12,Champions
1,2,127.80000000000001,4,2,1,7,Potential Loyalist
10,4,873.85,4,3,3,10,Loyal Customers
172,3,483.25,1,3,3,7,Potential Loyalist
52,2,645.59,2,2,3,7,Potential Loyalist
2,2,196.89000000000001,4,2,1,7,Potential Loyalist
182,1,109.98,1,1,1,3,Lost
14,8,2362.91,4,4,4,12,Champions
302,1,68.64,1,1,1,3,Lost
147,1,1274.16,1,1,4,6,At Risk
102,3,150.0,2,3,1,6,At Risk
140,3,1468.31,2,3,4,9,Loyal Customers
58,11,1652.38,2,4,4,10,Loyal Customers
197,1,39.599999999999994,1,1,1,3,Lost
238,3,506.77000000000004,1,3,3,7,Potential Loyalist
21,7,1400.65,3,4,4,11,Champions
9,4,532.51,4,3,3,10,Loyal Customers
3,2,303.99,4,2,2,8,Potential Loyalist
95,8,1556.62,2,4,4,10,Loyal Customers
66,1,95.28,2,1,1,4,Lost
38,1,240.06,3,1,2,6,At Risk
63,3,683.01,2,3,3,8,Potential Loyalist
249,1,205.75,1,1,1,3,Lost
42,1,83.2,3,1,1,5,At Risk
245,2,252.65,1,2,2,5,At Risk
3,1,262.55,4,1,2,7,Potential Loyalist
156,2,538.41,1,2,3,6,At Risk
10,6,1078.67,4,4,3,11,Champions
273,1,137.1,1,1,1,3,Lost
42,1,301.76,3,1,2,6,At Risk
30,1,147.3,3,1,1,5,At Risk
18,6,977.18,3,4,3,10,Loyal Customers
59,1,706.18,2,1,3,6,At Risk
199,1,433.5,1,1,2,4,Lost
167,2,220.98,1,2,2,5,At Risk
8,4,1600.94,4,3,4,11,Champions
17,1,139.56,4,1,1,6,At Risk
42,2,123.8,3,2,1,6,At Risk
303,2,291.92,1,2,2,5,At Risk
301,1,335.52,1,1,2,4,Lost
34,5,1519.27,3,4,4,11,Champions
18,3,775.62,3,3,3,9,Loyal Customers
80,2,218.10000000000002,2,2,2,6,At Risk
175,2,251.21,1,2,2,5,At Risk
11,9,1941.82,4,4,4,12,Champions
2,4,2131.79,4,3,4,11,Champions
39,4,522.21,3,3,3,9,Loyal Customers
9,8,4977.96,4,4,4,12,Champions
9,5,1258.3700000000001,4,4,4,12,Champions
32,5,944.08,3,4,3,10,Loyal Customers
13,2,196.42000000000002,4,2,1,7,Potential Loyalist
3,5,1173.41,4,4,4,12,Champions
179,2,175.63,1,2,1,4,Lost
198,2,183.75,1,2,1,4,Lost
53,3,787.5,2,3,3,8,Potential Loyalist
9,6,1567.71,4,4,4,12,Champions
25,2,192.55,3,2,1,6,At Risk
56,1,112.44,2,1,1,4,Lost
63,3,405.26,2,3,2,7,Potential Loyalist
100,1,160.91,2,1,1,4,Lost
23,9,1454.68,3,4,4,11,Champions
11,9,2352.16,4,4,4,12,Champions
4,52,3998.86,4,4,4,12,Champions
29,1,234.83999999999997,3,1,2,6,At Risk
52,3,584.39,2,3,3,8,Potential Loyalist
17,6,2017.8500000000001,4,4,4,12,Champions
228,3,200.4,1,3,1,5,At Risk
16,6,757.44,4,4,3,11,Champions
9,17,3125.46,4,4,4,12,Champions
52,3,2502.03,2,3,4,9,Loyal Customers
251,1,76.85000000000001,1,1,1,3,Lost
49,1,355.56,3,1,2,6,At Risk
56,2,334.35,2,2,2,6,At Risk
7,2,500.32,4,2,3,9,Loyal Customers
1,3,880.11,4,3,3,10,Loyal Customers
50,8,1380.35,2,4,4,10,Loyal Customers
177,1,103.25,1,1,1,3,Lost
20,16,1136.39,3,4,4,11,Champions
16,2,1195.72,4,2,4,10,Loyal Customers
32,4,1923.7,3,3,4,10,Loyal Customers
4,6,2890.8,4,4,4,12,Champions
303,1,224.98000000000002,1,1,2,4,Lost
2,2,659.02,4,2,3,9,Loyal Customers
10,2,148.23,4,2,1,7,Potential Loyalist
143,1,157.12,2,1,1,4,Lost
11,5,543.62,4,4,3,11,Champions
2,4,1946.83,4,3,4,11,Champions
49,2,263.3,3,2,2,7,Potential Loyalist
77,1,287.44,2,1,2,5,At Risk
8,13,600.03,4,4,3,11,Champions
67,3,957.37,2,3,3,8,Potential Loyalist
3,16,3749.7000000000003,4,4,4,12,Champions
87,4,2636.81,2,3,4,9,Loyal Customers
48,2,1257.96,3,2,4,9,Loyal Customers
272,2,190.21,1,2,1,4,Lost
32,6,2319.91,3,4,4,11,Champions
171,9,792.3000000000001,1,4,3,8,Potential Loyalist
363,1,35.400000000000006,1,1,1,3,Lost
4,4,859.71,4,3,3,10,Loyal Customers
8,1,95.67,4,1,1,6,At Risk
32,1,94.21000000000001,3,1,1,5,At Risk
136,4,624.53,2,3,3,8,Potential Loyalist
160,4,834.96,1,3,3,7,Potential Loyalist
42,1,148.55,3,1,1,5,At Risk
268,1,202.44,1,1,1,3,Lost
10,9,1279.18,4,4,4,12,Champions
7,4,971.14,4,3,3,10,Loyal Customers
27,3,528.81,3,3,3,9,Loyal Customers
13,3,451.79,4,3,2,9,Loyal Customers
365,1,214.15,1,1,2,4,Lost
11,6,1524.96,4,4,4,12,Champions
3,1,312.65,4,1,2,7,Potential Loyalist
36,1,221.97,3,1,2,6,At Risk
297,1,236.43,1,1,2,4,Lost
2,1,123.96000000000001,4,1,1,6,At Risk
1,88,8000.25,4,4,4,12,Champions
10,3,450.9,4,3,2,9,Loyal Customers
20,2,689.6,3,2,3,8,Potential Loyalist
276,1,10.08,1,1,1,3,Lost
1,3,408.84000000000003,4,3,2,9,Loyal Customers
237,1,263.74,1,1,2,4,Lost
197,2,318.54,1,2,2,5,At Risk
22,4,1242.4,3,3,4,10,Loyal Customers
176,1,288.78000000000003,1,1,2,4,Lost
24,5,690.85,3,4,3,10,Loyal Customers
49,2,225.85,3,2,2,7,Potential Loyalist
188,2,668.48,1,2,3,6,At Risk
15,4,2035.8200000000002,4,3,4,11,Champions
83,2,411.71000000000004,2,2,2,6,At Risk
39,1,331.88,3,1,2,6,At Risk
42,3,722.9200000000001,3,3,3,9,Loyal Customers
254,1,79.94,1,1,1,3,Lost
258,1,235.4,1,1,2,4,Lost
28,2,609.85,3,2,3,8,Potential Loyalist
42,1,269.6,3,1,2,6,At Risk
44,6,2119.57,3,4,4,11,Champions
16,6,1669.46,4,4,4,12,Champions
13,1,110.46,4,1,1,6,At Risk
50,1,19.8,2,1,1,4,Lost
162,2,295.87,1,2,2,5,At Risk
59,2,381.02000000000004,2,2,2,6,At Risk
148,2,419.42,1,2,2,5,At Risk
8,44,11046.36,4,4,4,12,Champions
193,1,243.22,1,1,2,4,Lost
64,3,573.44,2,3,3,8,Potential Loyalist
59,2,561.15,2,2,3,7,Potential Loyalist
69,1,94.28,2,1,1,4,Lost
1,6,1152.52,4,4,4,12,Champions
14,3,721.97,4,3,3,10,Loyal Customers
161,2,240.95000000000002,1,2,2,5,At Risk
9,4,707.37,4,3,3,10,Loyal Customers
109,1,47.39,2,1,1,4,Lost
27,8,2153.38,3,4,4,11,Champions
78,2,256.24,2,2,2,6,At Risk
18,1,41.05,3,1,1,5,At Risk
20,4,641.6,3,3,3,9,Loyal Customers
11,2,568.24,4,2,3,9,Loyal Customers
52,4,1490.75,2,3,4,9,Loyal Customers
16,1,175.35,4,1,1,6,At Risk
2,25,5982.09,4,4,4,12,Champions
233,3,1080.52,1,3,3,7,Potential Loyalist
272,2,403.58,1,2,2,5,At Risk
226,2,578.57,1,2,3,6,At Risk
1,4,1051.99,4,3,3,10,Loyal Customers
8,1,436.4,4,1,2,7,Potential Loyalist
23,5,702.12,3,4,3,10,Loyal Customers
17,15,3943.2,4,4,4,12,Champions
63,3,120.0,2,3,1,6,At Risk
17,5,1176.73,4,4,4,12,Champions
98,1,217.01999999999998,2,1,2,5,At Risk
31,19,3465.67,3,4,4,11,Champions
200,1,104.85,1,1,1,3,Lost
36,2,316.05,3,2,2,7,Potential Loyalist
22,5,1861.94,3,4,4,11,Champions
129,4,558.55,2,3,3,8,Potential Loyalist
256,1,45.4,1,1,1,3,Lost
63,6,1474.05,2,4,4,10,Loyal Customers
210,2,96.56,1,2,1,4,Lost
7,4,929.65,4,3,3,10,Loyal Customers
206,1,109.13000000000001,1,1,1,3,Lost
24,3,1384.53,3,3,4,10,Loyal Customers
2,9,1725.8700000000001,4,4,4,12,Champions
10,15,2139.06,4,4,4,12,Champions
6,1,318.17,4,1,2,7,Potential Loyalist
11,7,1343.73,4,4,4,12,Champions
360,1,241.02,1,1,2,4,Lost
7,13,4341.82,4,4,4,12,Champions
6,4,548.28,4,3,3,10,Loyal Customers
2,11,1807.35,4,4,4,12,Champions
21,3,851.73,3,3,3,9,Loyal Customers
1,11,2151.31,4,4,4,12,Champions
16,1,46.9,4,1,1,6,At Risk
16,4,687.23,4,3,3,10,Loyal Customers
35,2,215.5,3,2,2,7,Potential Loyalist
2,4,1074.71,4,3,3,10,Loyal Customers
81,2,296.03000000000003,2,2,2,6,At Risk
139,1,162.07,2,1,1,4,Lost
2,6,1028.28,4,4,3,11,Champions
16,1,450.83,4,1,2,7,Potential Loyalist
266,1,116.03,1,1,1,3,Lost
365,1,290.79,1,1,2,4,Lost
57,7,1392.13,2,4,4,10,Loyal Customers
39,3,346.13,3,3,2,8,Potential Loyalist
22,7,1747.08,3,4,4,11,Champions
8,12,4398.04,4,4,4,12,Champions
3,29,3798.1800000000003,4,4,4,12,Champions
120,2,510.55,2,2,3,7,Potential Loyalist
34,7,1154.7,3,4,4,11,Champions
11,6,745.38,4,4,3,11,Champions
188,3,1283.86,1,3,4,8,Potential Loyalist
3,6,1270.34,4,4,4,12,Champions
8,6,416.48,4,4,2,10,Loyal Customers
104,5,1085.5,2,4,3,9,Loyal Customers
241,1,176.95000000000002,1,1,1,3,Lost
20,5,1330.09,3,4,4,11,Champions
35,1,129.0,3,1,1,5,At Risk
79,1,526.75,2,1,3,6,At Risk
36,2,608.3,3,2,3,8,Potential Loyalist
1,11,4106.17,4,4,4,12,Champions
6,1,577.36,4,1,3,8,Potential Loyalist
67,1,395.5,2,1,2,5,At Risk
136,4,711.82,2,3,3,8,Potential Loyalist
104,2,489.8,2,2,3,7,Potential Loyalist
289,1,89.2,1,1,1,3,Lost
50,2,255.9,2,2,2,6,At Risk
255,1,277.12,1,1,2,4,Lost
38,1,79.8,3,1,1,5,At Risk
20,3,159.76,3,3,1,7,Potential Loyalist
72,5,1897.7,2,4,4,10,Loyal Customers
9,2,192.60000000000002,4,2,1,7,Potential Loyalist
74,7,8146.6,2,4,4,10,Loyal Customers
224,2,622.37,1,2,3,6,At Risk
104,1,126.50999999999999,2,1,1,4,Lost
50,3,879.42,2,3,3,8,Potential Loyalist
43,11,1239.54,3,4,4,11,Champions
119,2,691.0600000000001,2,2,3,7,Potential Loyalist
272,3,187.55,1,3,1,5,At Risk
46,2,400.88,3,2,2,7,Potential Loyalist
311,1,110.10000000000001,1,1,1,3,Lost
18,2,231.32000000000002,3,2,2,7,Potential Loyalist
7,1,39.480000000000004,4,1,1,6,At Risk
18,1,296.75,3,1,2,6,At Risk
20,1,169.2,3,1,1,5,At Risk
8,4,554.46,4,3,3,10,Loyal Customers
55,1,6.2,2,1,1,4,Lost
13,1,228.99,4,1,2,7,Potential Loyalist
1,5,855.2,4,4,3,11,Champions
158,1,4.25,1,1,1,3,Lost
14,16,6725.2,4,4,4,12,Champions
44,3,173.74,3,3,1,7,Potential Loyalist
43,1,32.720000000000006,3,1,1,5,At Risk
39,12,3563.22,3,4,4,11,Champions
53,1,184.64,2,1,1,4,Lost
154,3,279.45,1,3,2,6,At Risk
7,4,296.45,4,3,2,9,Loyal Customers
67,1,66.0,2,1,1,4,Lost
31,7,1374.47,3,4,4,11,Champions
32,11,2038.08,3,4,4,11,Champions
361,2,113.48,1,2,1,4,Lost
28,2,737.22,3,2,3,8,Potential Loyalist
189,1,11.9,1,1,1,3,Lost
192,2,962.08,1,2,3,6,At Risk
65,3,390.05,2,3,2,7,Potential Loyalist
56,2,176.07,2,2,1,5,At Risk
13,4,423.79,4,3,2,9,Loyal Customers
358,1,48.800000000000004,1,1,1,3,Lost
172,3,217.18,1,3,2,6,At Risk
2,4,711.71,4,3,3,10,Loyal Customers
7,11,1896.8700000000001,4,4,4,12,Champions
246,1,10.08,1,1,1,3,Lost
21,4,650.83,3,3,3,9,Loyal Customers
45,1,188.88,3,1,1,5,At Risk
9,6,1249.42,4,4,4,12,Champions
2,3,102.44999999999999,4,3,1,8,Potential Loyalist
81,4,1613.5,2,3,4,9,Loyal Customers
259,1,62.85,1,1,1,3,Lost
45,6,2687.08,3,4,4,11,Champions
35,4,2250.64,3,3,4,10,Loyal Customers
55,4,1986.51,2,3,4,9,Loyal Customers
140,1,218.4,2,1,2,5,At Risk
13,25,6635.39,4,4,4,12,Champions
303,1,317.25,1,1,2,4,Lost
15,2,416.55,4,2,2,8,Potential Loyalist
50,6,2228.7400000000002,2,4,4,10,Loyal Customers
16,2,88.5,4,2,1,7,Potential Loyalist
70,7,1841.38,2,4,4,10,Loyal Customers
126,1,91.85,2,1,1,4,Lost
28,3,919.9399999999999,3,3,3,9,Loyal Customers
51,2,931.17,2,2,3,7,Potential Loyalist
4,4,1190.54,4,3,4,11,Champions
11,1,149.44,4,1,1,6,At Risk
44,1,83.37,3,1,1,5,At Risk
17,2,727.62,4,2,3,9,Loyal Customers
21,1,266.76,3,1,2,6,At Risk
363,1,28.08,1,1,1,3,Lost
2,4,316.72,4,3,2,9,Loyal Customers
177,3,517.78,1,3,3,7,Potential Loyalist
13,7,2239.15,4,4,4,12,Champions
95,1,328.07,2,1,2,5,At Risk
253,1,327.25,1,1,2,4,Lost
170,3,354.75,1,3,2,6,At Risk
202,1,346.93,1,1,2,4,Lost
99,2,788.1500000000001,2,2,3,7,Potential Loyalist
4,9,1268.84,4,4,4,12,Champions
69,3,540.69,2,3,3,8,Potential Loyalist
11,1,221.2,4,1,2,7,Potential Loyalist
18,2,510.20000000000005,3,2,3,8,Potential Loyalist
10,6,727.75,4,4,3,11,Champions
123,1,102.0,2,1,1,4,Lost
244,1,325.0,1,1,2,4,Lost
199,1,369.2,1,1,2,4,Lost
328,1,135.9,1,1,1,3,Lost
245,1,125.65,1,1,1,3,Lost
139,2,468.1,2,2,3,7,Potential Loyalist
1,2,1044.63,4,2,3,9,Loyal Customers
77,1,614.95,2,1,3,6,At Risk
21,16,7479.67,3,4,4,11,Champions
196,2,457.82,1,2,3,6,At Risk
44,3,486.41999999999996,3,3,3,9,Loyal Customers
15,6,915.23,4,4,3,11,Champions
3,8,1040.31,4,4,3,11,Champions
17,1,299.66,4,1,2,7,Potential Loyalist
13,5,2401.73,4,4,4,12,Champions
17,1,209.1,4,1,2,7,Potential Loyalist
149,2,371.35,1,2,2,5,At Risk
20,6,2536.14,3,4,4,11,Champions
66,1,135.3,2,1,1,4,Lost
17,3,283.75,4,3,2,9,Loyal Customers
1,184,79874.25,4,4,4,12,Champions
8,2,323.77,4,2,2,8,Potential Loyalist
27,4,995.12,3,3,3,9,Loyal Customers
83,2,281.98,2,2,2,6,At Risk
62,4,1165.71,2,3,4,9,Loyal Customers
107,2,1308.89,2,2,4,8,Potential Loyalist
204,2,780.25,1,2,3,6,At Risk
22,2,1255.23,3,2,4,9,Loyal Customers
42,1,629.6,3,1,3,7,Potential Loyalist
237,1,168.05,1,1,1,3,Lost
24,1,172.88,3,1,1,5,At Risk
100,3,1513.51,2,3,4,9,Loyal Customers
14,3,626.48,4,3,3,10,Loyal Customers
357,1,140.43,1,1,1,3,Lost
73,2,1246.59,2,2,4,8,Potential Loyalist
25,7,5469.07,3,4,4,11,Champions
48,2,1158.68,3,2,4,9,Loyal Customers
21,12,4288.900000000001,3,4,4,11,Champions
6,1,100.9,4,1,1,6,At Risk
64,2,275.82,2,2,2,6,At Risk
15,6,927.11,4,4,3,11,Champions
11,1,243.5,4,1,2,7,Potential Loyalist
71,1,259.52,2,1,2,5,At Risk
51,9,4315.92,2,4,4,10,Loyal Customers
17,1,206.74,4,1,2,7,Potential Loyalist
4,1,194.82,4,1,1,6,At Risk
244,1,58.49,1,1,1,3,Lost
139,3,213.88,2,3,2,7,Potential Loyalist
55,4,609.54,2,3,3,8,Potential Loyalist
163,1,88.3,1,1,1,3,Lost
2,9,6021.2300000000005,4,4,4,12,Champions
